# Output File Name, URL
AlphaPoster_Static01-v1.png, https://drive.google.com/uc?export=download&id=15fJifaa8V-MuoO7LEGQcrYoxZPW3kSuu
AlphaPoster_Dynamic01-v1.png, https://drive.google.com/uc?export=download&id=1xf6WJ4notYaz6Uh0exfRxoFWqIEVsb_n
AlphaPoster_Dynamic02-v1.png, https://drive.google.com/uc?export=download&id=1mudv6GHjwhRlgGGTabhDFvis3rLtWnqi
